OrderID,Date,Region,Category,UnitsSold,UnitPrice,Revenue,Discount,NetRevenue
1080,2023-09-27,West,Clothing,9,55.74,501.66,0.15,426.41
2946,2023-09-27,East,Clothing,12,448.35,5380.2,0.0,5380.2
2679,2023-09-27,East,Clothing,7,367.28,2570.96,0.0,2570.96
1003,2023-09-28,East,Clothing,6,342.48,2054.88,0.1,1849.39
2730,2023-09-28,South,Clothing,14,178.93,2505.02,0.05,2379.77
2704,2023-09-28,North,Sports,7,336.25,2353.75,0.0,2353.75
1081,2023-09-28,East,Clothing,4,270.06,1080.24,0.05,1026.23
1453,2023-09-29,East,Electronics,13,282.06,3666.78,0.0,3666.78
2483,2023-09-29,West,Electronics,13,286.91,3729.83,0.0,3729.83
2444,2023-09-30,East,Clothing,2,14.93,29.86,0.05,28.37
1897,2023-09-30,North,Clothing,9,99.65,896.85,0.0,896.85
2756,2023-09-30,South,Furniture,4,491.04,1964.16,0.15,1669.54
1553,2023-09-30,South,Furniture,11,36.28,399.08,0.1,359.17
2771,2023-10-01,South,Sports,3,14.09,42.27,0.0,42.27
2474,2023-10-01,South,Sports,9,90.36,813.24,0.1,731.92
1888,2023-10-01,South,Sports,11,158.25,1740.75,0.0,1740.75
1050,2023-10-01,West,Furniture,1,459.21,459.21,0.0,459.21
2394,2023-10-02,South,Sports,13,92.14,1197.82,0.05,1137.93
2952,2023-10-03,North,Sports,1,340.56,340.56,0.0,340.56
2989,2023-10-03,North,Groceries,5,380.08,1900.4,0.1,1710.36
1026,2023-10-04,East,Electronics,11,253.08,2783.88,0.0,2783.88
1308,2023-10-04,South,Clothing,11,428.06,4708.66,0.0,4708.66
1535,2023-10-04,East,Sports,9,396.04,3564.36,0.0,3564.36
1330,2023-10-04,South,Clothing,10,252.34,2523.4,0.0,2523.4
1934,2023-10-04,East,Clothing,6,329.82,1978.92,0.05,1879.97
2298,2023-10-05,North,Electronics,14,116.49,1630.86,0.2,1304.69
2663,2023-10-05,West,Sports,5,301.85,1509.25,0.1,1358.32
1551,2023-10-06,West,Electronics,1,458.01,458.01,0.1,412.21
2280,2023-10-07,East,Clothing,10,407.51,4075.1,0.0,4075.1
1235,2023-10-07,West,Clothing,9,129.94,1169.46,0.0,1169.46
1351,2023-10-07,West,Furniture,4,5.79,23.16,0.0,23.16
1824,2023-10-08,West,Groceries,6,405.35,2432.1,0.0,2432.1
2295,2023-10-08,South,Groceries,2,485.9,971.8,0.2,777.44
2977,2023-10-09,West,Groceries,8,173.52,1388.16,0.15,1179.94
1926,2023-10-09,West,Furniture,10,265.94,2659.4,0.05,2526.43
1730,2023-10-09,East,Clothing,3,286.82,860.46,0.0,860.46
1178,2023-10-10,North,Electronics,8,367.77,2942.16,0.05,2795.05
2097,2023-10-10,West,Sports,10,336.64,3366.4,0.0,3366.4
1327,2023-10-10,South,Clothing,8,114.12,912.96,0.05,867.31
2957,2023-10-11,East,Groceries,12,469.18,5630.16,0.05,5348.65
1332,2023-10-11,North,Groceries,6,358.71,2152.26,0.1,1937.03
2682,2023-10-12,East,Clothing,14,243.49,3408.86,0.05,3238.42
1465,2023-10-12,East,Sports,7,437.29,3061.03,0.05,2907.98
1511,2023-10-12,South,Sports,4,125.6,502.4,0.0,502.4
2261,2023-10-12,East,Clothing,9,417.34,3756.06,0.0,3756.06
2171,2023-10-12,North,Groceries,7,129.24,904.68,0.15,768.98
2197,2023-10-12,East,Electronics,9,254.69,2292.21,0.0,2292.21
2698,2023-10-12,West,Groceries,9,27.11,243.99,0.0,243.99
2201,2023-10-13,East,Clothing,2,169.7,339.4,0.0,339.4
2324,2023-10-14,West,Groceries,8,195.16,1561.28,0.2,1249.02
2941,2023-10-14,East,Electronics,6,391.72,2350.32,0.15,1997.77
2244,2023-10-15,West,Furniture,12,446.84,5362.08,0.15,4557.77
1372,2023-10-15,South,Electronics,10,463.16,4631.6,0.0,4631.6
2422,2023-10-15,North,Clothing,1,60.77,60.77,0.2,48.62
2861,2023-10-15,West,Furniture,13,411.04,5343.52,0.1,4809.17
1478,2023-10-16,South,Sports,8,267.14,2137.12,0.05,2030.26
1112,2023-10-16,East,Sports,10,46.76,467.6,0.0,467.6
2361,2023-10-16,West,Sports,14,141.02,1974.28,0.1,1776.85
2063,2023-10-16,South,Sports,1,448.34,448.34,0.0,448.34
1931,2023-10-16,South,Groceries,5,492.14,2460.7,0.1,2214.63
2072,2023-10-16,East,Furniture,14,496.34,6948.76,0.2,5559.01
2598,2023-10-16,East,Sports,2,193.71,387.42,0.0,387.42
2022,2023-10-18,East,Groceries,7,174.87,1224.09,0.0,1224.09
2096,2023-10-19,North,Groceries,1,189.9,189.9,0.0,189.9
2342,2023-10-19,West,Furniture,6,303.85,1823.1,0.1,1640.79
2918,2023-10-20,South,Sports,7,172.38,1206.66,0.15,1025.66
2500,2023-10-20,East,Clothing,7,8.23,57.61,0.15,48.97
2975,2023-10-20,West,Groceries,6,5.9,35.4,0.05,33.63
1234,2023-10-21,West,Furniture,4,358.26,1433.04,0.1,1289.74
2036,2023-10-22,South,Furniture,10,301.94,3019.4,0.05,2868.43
2637,2023-10-22,West,Groceries,9,341.72,3075.48,0.05,2921.71
2898,2023-10-22,North,Groceries,12,455.77,5469.24,0.0,5469.24
2376,2023-10-23,East,Groceries,3,339.62,1018.86,0.0,1018.86
2346,2023-10-23,North,Sports,1,428.52,428.52,0.0,428.52
2035,2023-10-23,North,Groceries,7,16.11,112.77,0.1,101.49
2016,2023-10-23,North,Electronics,12,272.67,3272.04,0.0,3272.04
2128,2023-10-23,North,Sports,2,496.42,992.84,0.0,992.84
1087,2023-10-23,West,Sports,3,496.35,1489.05,0.05,1414.6
2129,2023-10-24,South,Clothing,5,392.87,1964.35,0.1,1767.92
2913,2023-10-25,North,Clothing,5,397.98,1989.9,0.0,1989.9
1262,2023-10-25,South,Electronics,4,473.57,1894.28,0.2,1515.42
1969,2023-10-27,East,Electronics,8,481.13,3849.04,0.05,3656.59
2939,2023-10-28,East,Groceries,2,61.65,123.3,0.15,104.8
2851,2023-10-28,North,Furniture,1,323.17,323.17,0.1,290.85
2780,2023-10-28,North,Groceries,11,420.29,4623.19,0.0,4623.19
1626,2023-10-28,South,Groceries,14,164.98,2309.72,0.0,2309.72
2588,2023-10-28,North,Furniture,7,105.69,739.83,0.1,665.85
1515,2023-10-29,South,Groceries,4,444.98,1779.92,0.1,1601.93
1354,2023-10-29,East,Clothing,13,298.86,3885.18,0.0,3885.18
2514,2023-10-29,East,Groceries,13,206.65,2686.45,0.0,2686.45
2107,2023-10-29,North,Groceries,2,7.67,15.34,0.15,13.04
1780,2023-10-30,East,Electronics,9,24.94,224.46,0.1,202.01
1868,2023-10-30,North,Sports,4,403.78,1615.12,0.1,1453.61
2940,2023-10-30,North,Furniture,6,156.19,937.14,0.15,796.57
2718,2023-10-30,East,Furniture,1,160.48,160.48,0.0,160.48
1270,2023-10-31,West,Furniture,11,312.89,3441.79,0.05,3269.7
1411,2023-11-01,South,Sports,11,214.24,2356.64,0.05,2238.81
2963,2023-11-01,South,Electronics,8,311.58,2492.64,0.0,2492.64
1678,2023-11-01,North,Groceries,5,7.42,37.1,0.0,37.1
2816,2023-11-01,South,Sports,11,296.63,3262.93,0.05,3099.78
2198,2023-11-01,South,Groceries,3,294.61,883.83,0.0,883.83
1789,2023-11-02,North,Furniture,7,205.22,1436.54,0.2,1149.23
2678,2023-11-02,East,Furniture,10,249.61,2496.1,0.1,2246.49
1773,2023-11-02,North,Furniture,2,337.78,675.56,0.0,675.56
2996,2023-11-02,East,Groceries,13,59.91,778.83,0.15,662.01
2862,2023-11-03,South,Electronics,2,108.61,217.22,0.15,184.64
1794,2023-11-04,North,Electronics,2,332.37,664.74,0.0,664.74
2143,2023-11-05,South,Sports,10,280.56,2805.6,0.0,2805.6
2859,2023-11-05,North,Furniture,5,9.87,49.35,0.0,49.35
1020,2023-11-05,South,Groceries,8,478.17,3825.36,0.2,3060.29
2739,2023-11-05,South,Furniture,14,484.56,6783.84,0.0,6783.84
2795,2023-11-06,West,Electronics,3,175.95,527.85,0.0,527.85
2526,2023-11-06,East,Electronics,11,195.66,2152.26,0.0,2152.26
2353,2023-11-06,East,Groceries,7,411.66,2881.62,0.15,2449.38
2468,2023-11-07,South,Sports,7,258.74,1811.18,0.0,1811.18
2868,2023-11-08,South,Sports,4,144.84,579.36,0.0,579.36
1882,2023-11-08,South,Furniture,7,23.8,166.6,0.0,166.6
2360,2023-11-08,East,Electronics,4,416.96,1667.84,0.0,1667.84
2229,2023-11-09,East,Clothing,13,262.63,3414.19,0.05,3243.48
2955,2023-11-09,West,Sports,12,248.25,2979.0,0.1,2681.1
2147,2023-11-09,East,Groceries,3,492.53,1477.59,0.0,1477.59
2840,2023-11-10,North,Electronics,4,139.34,557.36,0.0,557.36
1408,2023-11-10,West,Groceries,1,267.56,267.56,0.0,267.56
1029,2023-11-10,East,Sports,9,83.78,754.02,0.0,754.02
1929,2023-11-11,North,Clothing,10,459.29,4592.9,0.1,4133.61
2583,2023-11-12,South,Clothing,12,199.02,2388.24,0.0,2388.24
1701,2023-11-12,North,Clothing,8,401.58,3212.64,0.0,3212.64
1053,2023-11-12,North,Electronics,4,442.0,1768.0,0.0,1768.0
2817,2023-11-13,South,Clothing,13,229.94,2989.22,0.0,2989.22
2920,2023-11-14,North,Clothing,5,134.84,674.2,0.1,606.78
2590,2023-11-14,North,Groceries,5,428.63,2143.15,0.15,1821.68
2829,2023-11-14,West,Furniture,11,389.72,4286.92,0.0,4286.92
2831,2023-11-14,South,Furniture,2,406.89,813.78,0.1,732.4
2402,2023-11-14,North,Sports,1,403.84,403.84,0.0,403.84
2194,2023-11-14,South,Electronics,4,314.86,1259.44,0.0,1259.44
2007,2023-11-14,South,Electronics,11,427.86,4706.46,0.05,4471.14
1187,2023-11-14,East,Electronics,12,74.55,894.6,0.0,894.6
2480,2023-11-14,North,Clothing,4,88.85,355.4,0.0,355.4
1999,2023-11-15,West,Clothing,12,247.89,2974.68,0.0,2974.68
2513,2023-11-15,East,Furniture,12,32.07,384.84,0.1,346.36
1927,2023-11-16,North,Clothing,5,383.16,1915.8,0.0,1915.8
2017,2023-11-16,North,Electronics,8,484.15,3873.2,0.1,3485.88
1983,2023-11-16,North,Furniture,10,457.69,4576.9,0.1,4119.21
2772,2023-11-16,North,Electronics,10,138.91,1389.1,0.05,1319.64
1392,2023-11-17,East,Electronics,5,451.45,2257.25,0.0,2257.25
1998,2023-11-17,South,Furniture,6,150.21,901.26,0.0,901.26
1953,2023-11-18,South,Clothing,6,369.85,2219.1,0.05,2108.14
2594,2023-11-19,North,Furniture,5,401.33,2006.65,0.1,1805.98
1364,2023-11-19,North,Sports,5,277.13,1385.65,0.0,1385.65
2561,2023-11-19,West,Electronics,7,421.0,2947.0,0.1,2652.3
1369,2023-11-19,North,Groceries,13,413.67,5377.71,0.0,5377.71
2090,2023-11-20,East,Sports,1,328.33,328.33,0.0,328.33
2498,2023-11-20,East,Clothing,3,398.91,1196.73,0.05,1136.89
2119,2023-11-20,North,Groceries,1,372.7,372.7,0.2,298.16
2667,2023-11-20,North,Electronics,1,307.38,307.38,0.0,307.38
1489,2023-11-21,South,Clothing,14,361.19,5056.66,0.0,5056.66
1244,2023-11-22,East,Electronics,5,29.55,147.75,0.15,125.59
2651,2023-11-22,West,Electronics,14,332.42,4653.88,0.0,4653.88
1971,2023-11-22,North,Groceries,6,230.77,1384.62,0.15,1176.93
2189,2023-11-23,South,Groceries,3,407.24,1221.72,0.1,1099.55
1624,2023-11-23,West,Furniture,2,427.21,854.42,0.0,854.42
2231,2023-11-24,West,Groceries,2,7.69,15.38,0.0,15.38
2577,2023-11-24,North,Electronics,8,146.97,1175.76,0.0,1175.76
2001,2023-11-25,West,Groceries,14,381.35,5338.9,0.15,4538.06
2555,2023-11-25,West,Electronics,3,290.7,872.1,0.1,784.89
2253,2023-11-26,South,Sports,6,498.17,2989.02,0.0,2989.02
1689,2023-11-26,West,Electronics,11,60.26,662.86,0.05,629.72
2398,2023-11-26,South,Groceries,1,421.11,421.11,0.0,421.11
1807,2023-11-26,North,Electronics,2,356.02,712.04,0.15,605.23
2530,2023-11-26,North,Sports,13,260.64,3388.32,0.05,3218.9
1168,2023-11-27,North,Groceries,1,265.26,265.26,0.0,265.26
1012,2023-11-27,East,Clothing,5,12.58,62.9,0.1,56.61
2877,2023-11-28,North,Electronics,11,447.02,4917.22,0.1,4425.5
2566,2023-11-28,North,Electronics,11,152.78,1680.58,0.0,1680.58
2915,2023-11-30,East,Clothing,4,341.18,1364.72,0.05,1296.48
2009,2023-11-30,North,Furniture,13,56.24,731.12,0.0,731.12
2972,2023-11-30,West,Furniture,2,32.92,65.84,0.0,65.84
2429,2023-12-01,North,Electronics,13,461.41,5998.33,0.1,5398.5
1791,2023-12-01,South,Electronics,14,354.35,4960.9,0.0,4960.9
2896,2023-12-01,West,Groceries,11,196.15,2157.65,0.0,2157.65
2660,2023-12-01,South,Electronics,12,217.88,2614.56,0.0,2614.56
1798,2023-12-01,North,Groceries,12,196.66,2359.92,0.05,2241.92
1492,2023-12-02,East,Clothing,1,194.33,194.33,0.0,194.33
2602,2023-12-02,East,Sports,14,422.98,5921.72,0.0,5921.72
1860,2023-12-03,East,Groceries,3,197.11,591.33,0.0,591.33
1257,2023-12-04,South,Groceries,13,245.94,3197.22,0.05,3037.36
1090,2023-12-04,North,Electronics,11,337.67,3714.37,0.2,2971.5
1300,2023-12-04,South,Electronics,2,282.01,564.02,0.0,564.02
2773,2023-12-04,West,Sports,8,403.34,3226.72,0.0,3226.72
1616,2023-12-05,North,Clothing,12,386.26,4635.12,0.2,3708.1
2405,2023-12-05,West,Sports,10,444.66,4446.6,0.0,4446.6
1167,2023-12-06,North,Clothing,13,340.34,4424.42,0.05,4203.2
2489,2023-12-06,South,Furniture,6,233.65,1401.9,0.15,1191.62
1058,2023-12-06,South,Clothing,6,452.0,2712.0,0.0,2712.0
1475,2023-12-07,North,Electronics,2,377.41,754.82,0.2,603.86
1557,2023-12-08,South,Furniture,12,486.4,5836.8,0.0,5836.8
2322,2023-12-08,North,Sports,12,216.62,2599.44,0.0,2599.44
2183,2023-12-08,East,Furniture,2,362.29,724.58,0.0,724.58
1410,2023-12-08,South,Clothing,13,297.13,3862.69,0.1,3476.42
1620,2023-12-08,South,Furniture,12,261.21,3134.52,0.0,3134.52
1101,2023-12-10,East,Clothing,5,184.62,923.1,0.1,830.79
2764,2023-12-10,South,Furniture,11,46.77,514.47,0.05,488.75
2515,2023-12-10,North,Clothing,2,92.82,185.64,0.05,176.36
1021,2023-12-10,East,Furniture,12,39.85,478.2,0.1,430.38
2506,2023-12-10,East,Electronics,11,143.34,1576.74,0.0,1576.74
2611,2023-12-11,West,Clothing,2,328.38,656.76,0.05,623.92
1056,2023-12-12,South,Groceries,2,99.34,198.68,0.15,168.88
2134,2023-12-12,South,Clothing,12,257.0,3084.0,0.05,2929.8
2106,2023-12-12,East,Furniture,2,135.69,271.38,0.05,257.81
1266,2023-12-12,North,Electronics,1,399.24,399.24,0.0,399.24
1249,2023-12-12,East,Sports,9,35.93,323.37,0.1,291.03
1844,2023-12-12,West,Sports,14,415.57,5817.98,0.0,5817.98
1437,2023-12-12,North,Furniture,2,49.8,99.6,0.05,94.62
2159,2023-12-13,East,Electronics,4,81.3,325.2,0.1,292.68
1764,2023-12-14,North,Electronics,10,42.44,424.4,0.05,403.18
1171,2023-12-14,South,Furniture,8,474.15,3793.2,0.05,3603.54
1651,2023-12-14,North,Sports,6,496.08,2976.48,0.05,2827.66
1696,2023-12-14,East,Groceries,6,316.29,1897.74,0.0,1897.74
2747,2023-12-15,West,Clothing,6,393.44,2360.64,0.1,2124.58
2591,2023-12-15,South,Groceries,9,342.05,3078.45,0.0,3078.45
2227,2023-12-15,West,Clothing,14,409.69,5735.66,0.2,4588.53
1246,2023-12-15,North,Furniture,11,21.26,233.86,0.1,210.47
1352,2023-12-15,South,Groceries,4,145.19,580.76,0.0,580.76
2459,2023-12-15,West,Furniture,6,20.57,123.42,0.0,123.42
2019,2023-12-15,South,Sports,13,429.94,5589.22,0.05,5309.76
1856,2023-12-16,West,Electronics,12,221.11,2653.32,0.1,2387.99
1940,2023-12-16,East,Clothing,11,446.14,4907.54,0.05,4662.16
1942,2023-12-16,East,Furniture,5,43.19,215.95,0.1,194.36
1424,2023-12-16,West,Electronics,12,409.81,4917.72,0.0,4917.72
2867,2023-12-18,North,Groceries,4,168.95,675.8,0.0,675.8
2605,2023-12-19,North,Furniture,3,309.47,928.41,0.0,928.41
2876,2023-12-19,South,Groceries,3,370.71,1112.13,0.1,1000.92
1399,2023-12-20,North,Clothing,6,132.9,797.4,0.05,757.53
2614,2023-12-22,East,Furniture,11,476.85,5245.35,0.1,4720.82
2312,2023-12-22,North,Clothing,9,393.04,3537.36,0.0,3537.36
2118,2023-12-22,South,Groceries,7,407.64,2853.48,0.0,2853.48
2856,2023-12-22,South,Electronics,3,201.38,604.14,0.05,573.93
2632,2023-12-22,East,Electronics,2,238.19,476.38,0.0,476.38
1480,2023-12-23,South,Groceries,6,152.21,913.26,0.05,867.6
2557,2023-12-23,South,Sports,10,434.01,4340.1,0.1,3906.09
1690,2023-12-24,West,Clothing,3,62.12,186.36,0.0,186.36
2821,2023-12-25,North,Electronics,8,389.4,3115.2,0.05,2959.44
2296,2023-12-25,North,Electronics,14,141.74,1984.36,0.2,1587.49
2488,2023-12-25,South,Clothing,3,67.79,203.37,0.0,203.37
1182,2023-12-25,South,Electronics,12,417.43,5009.16,0.0,5009.16
2187,2023-12-26,North,Furniture,11,282.2,3104.2,0.05,2948.99
1822,2023-12-26,East,Groceries,7,6.44,45.08,0.0,45.08
2645,2023-12-26,West,Furniture,12,128.79,1545.48,0.05,1468.21
2179,2023-12-27,North,Clothing,9,145.03,1305.27,0.15,1109.48
1648,2023-12-27,West,Furniture,2,58.09,116.18,0.0,116.18
2949,2023-12-27,East,Groceries,2,252.28,504.56,0.0,504.56
1886,2023-12-29,North,Electronics,11,228.9,2517.9,0.05,2392.0
2108,2023-12-29,East,Electronics,7,335.91,2351.37,0.05,2233.8
2609,2023-12-29,South,Furniture,7,295.39,2067.73,0.1,1860.96
2339,2023-12-29,East,Furniture,14,232.19,3250.66,0.0,3250.66
2627,2023-12-29,North,Furniture,13,266.47,3464.11,0.15,2944.49
2454,2023-12-30,North,Furniture,10,364.46,3644.6,0.0,3644.6
2279,2023-12-30,North,Clothing,9,439.47,3955.23,0.0,3955.23
2883,2023-12-30,North,Groceries,13,123.66,1607.58,0.05,1527.2
1619,2023-12-31,North,Clothing,6,34.66,207.96,0.0,207.96
1324,2023-12-31,West,Electronics,12,120.14,1441.68,0.0,1441.68
2649,2023-12-31,West,Furniture,3,287.64,862.92,0.15,733.48
2368,2023-12-31,West,Groceries,11,208.99,2298.89,0.0,2298.89
1878,2023-12-31,North,Groceries,11,21.31,234.41,0.1,210.97
2529,2024-01-01,West,Furniture,14,284.11,3977.54,0.1,3579.79
2774,2024-01-01,East,Electronics,14,309.67,4335.38,0.05,4118.61
2968,2024-01-02,North,Clothing,5,455.31,2276.55,0.15,1935.07
1060,2024-01-02,North,Furniture,14,432.46,6054.44,0.05,5751.72
1573,2024-01-02,North,Furniture,2,73.45,146.9,0.0,146.9
1548,2024-01-04,West,Furniture,5,481.63,2408.15,0.0,2408.15
1919,2024-01-04,North,Groceries,4,384.0,1536.0,0.1,1382.4
1656,2024-01-04,North,Groceries,3,408.21,1224.63,0.1,1102.17
2825,2024-01-05,North,Electronics,13,192.21,2498.73,0.2,1998.98
1428,2024-01-05,West,Groceries,4,39.31,157.24,0.1,141.52
2140,2024-01-06,South,Clothing,9,311.69,2805.21,0.15,2384.43
2343,2024-01-06,South,Electronics,11,57.11,628.21,0.0,628.21
2899,2024-01-06,East,Clothing,3,481.34,1444.02,0.0,1444.02
2207,2024-01-06,East,Groceries,7,155.89,1091.23,0.0,1091.23
2439,2024-01-07,South,Electronics,14,321.9,4506.6,0.0,4506.6
1683,2024-01-08,West,Clothing,3,331.38,994.14,0.0,994.14
1693,2024-01-08,South,Electronics,9,243.39,2190.51,0.0,2190.51
1347,2024-01-08,South,Clothing,14,133.06,1862.84,0.0,1862.84
1015,2024-01-08,North,Sports,7,206.18,1443.26,0.0,1443.26
1820,2024-01-09,North,Furniture,12,367.69,4412.28,0.1,3971.05
2410,2024-01-09,South,Electronics,12,30.05,360.6,0.0,360.6
1193,2024-01-09,West,Groceries,6,222.99,1337.94,0.0,1337.94
1724,2024-01-09,North,Furniture,11,328.77,3616.47,0.0,3616.47
1319,2024-01-10,North,Furniture,9,366.24,3296.16,0.05,3131.35
2917,2024-01-10,North,Clothing,2,19.27,38.54,0.0,38.54
2496,2024-01-11,West,Clothing,1,282.4,282.4,0.05,268.28
1532,2024-01-11,West,Furniture,1,223.74,223.74,0.0,223.74
2010,2024-01-11,East,Furniture,10,58.17,581.7,0.0,581.7
1177,2024-01-12,West,Electronics,4,446.57,1786.28,0.1,1607.65
1930,2024-01-12,North,Sports,13,102.74,1335.62,0.0,1335.62
2486,2024-01-12,East,Electronics,10,441.82,4418.2,0.0,4418.2
2318,2024-01-13,West,Clothing,14,395.74,5540.36,0.0,5540.36
2124,2024-01-13,North,Sports,9,279.07,2511.63,0.0,2511.63
2750,2024-01-13,North,Groceries,11,440.57,4846.27,0.1,4361.64
1113,2024-01-14,North,Groceries,10,344.08,3440.8,0.0,3440.8
2026,2024-01-14,South,Furniture,11,145.92,1605.12,0.0,1605.12
1094,2024-01-15,South,Sports,8,353.08,2824.64,0.0,2824.64
2221,2024-01-15,South,Sports,1,32.28,32.28,0.05,30.67
2510,2024-01-15,North,Furniture,5,349.15,1745.75,0.1,1571.18
1500,2024-01-15,East,Groceries,1,137.25,137.25,0.15,116.66
2259,2024-01-16,South,Electronics,10,434.9,4349.0,0.1,3914.1
2922,2024-01-16,West,Sports,12,21.0,252.0,0.05,239.4
2686,2024-01-16,East,Furniture,8,42.23,337.84,0.1,304.06
2884,2024-01-17,North,Groceries,11,189.44,2083.84,0.0,2083.84
2714,2024-01-17,North,Clothing,7,220.94,1546.58,0.05,1469.25
2834,2024-01-18,East,Groceries,5,231.18,1155.9,0.2,924.72
1570,2024-01-19,North,Clothing,8,12.44,99.52,0.0,99.52
1739,2024-01-20,South,Electronics,13,441.71,5742.23,0.0,5742.23
1176,2024-01-20,North,Sports,13,324.57,4219.41,0.0,4219.41
1218,2024-01-20,East,Furniture,3,55.94,167.82,0.1,151.04
1205,2024-01-21,North,Clothing,10,106.58,1065.8,0.2,852.64
1877,2024-01-21,East,Groceries,10,152.35,1523.5,0.0,1523.5
1024,2024-01-21,North,Furniture,12,249.17,2990.04,0.0,2990.04
1377,2024-01-21,North,Sports,12,253.4,3040.8,0.0,3040.8
2763,2024-01-21,South,Groceries,11,120.83,1329.13,0.0,1329.13
2155,2024-01-21,East,Electronics,4,329.11,1316.44,0.05,1250.62
2267,2024-01-21,South,Electronics,1,293.37,293.37,0.0,293.37
2746,2024-01-22,East,Furniture,13,348.18,4526.34,0.0,4526.34
2722,2024-01-22,East,Furniture,7,52.04,364.28,0.1,327.85
1206,2024-01-22,South,Sports,14,98.81,1383.34,0.1,1245.01
1650,2024-01-22,North,Groceries,14,369.06,5166.84,0.0,5166.84
1051,2024-01-23,North,Groceries,5,338.19,1690.95,0.0,1690.95
1068,2024-01-23,South,Furniture,10,481.0,4810.0,0.05,4569.5
2490,2024-01-24,South,Sports,3,423.17,1269.51,0.05,1206.03
1777,2024-01-24,West,Furniture,9,166.22,1495.98,0.05,1421.18
1070,2024-01-25,South,Groceries,4,312.86,1251.44,0.0,1251.44
2839,2024-01-25,East,Clothing,8,403.87,3230.96,0.0,3230.96
1714,2024-01-25,South,Furniture,1,433.68,433.68,0.15,368.63
2226,2024-01-26,West,Electronics,9,218.67,1968.03,0.05,1869.63
2055,2024-01-26,West,Clothing,6,409.42,2456.52,0.0,2456.52
2428,2024-01-26,North,Clothing,10,441.98,4419.8,0.0,4419.8
1965,2024-01-27,South,Electronics,5,176.4,882.0,0.0,882.0
1109,2024-01-27,South,Furniture,10,101.26,1012.6,0.0,1012.6
2784,2024-01-27,North,Electronics,6,345.0,2070.0,0.05,1966.5
1310,2024-01-27,West,Furniture,14,374.88,5248.32,0.0,5248.32
1137,2024-01-28,North,Clothing,13,403.85,5250.05,0.0,5250.05
1441,2024-01-28,North,Furniture,3,98.83,296.49,0.05,281.67
1609,2024-01-28,North,Sports,9,32.08,288.72,0.0,288.72
1379,2024-01-28,North,Groceries,5,173.15,865.75,0.0,865.75
1908,2024-01-29,North,Groceries,10,394.9,3949.0,0.05,3751.55
2625,2024-01-29,West,Clothing,13,407.74,5300.62,0.1,4770.56
1537,2024-01-29,South,Sports,8,427.47,3419.76,0.1,3077.78
2766,2024-01-30,West,Clothing,13,14.37,186.81,0.15,158.79
2942,2024-01-30,North,Furniture,14,186.13,2605.82,0.1,2345.24
2573,2024-01-30,East,Clothing,12,466.66,5599.92,0.0,5599.92
2109,2024-01-31,East,Furniture,9,486.45,4378.05,0.0,4378.05
2271,2024-01-31,West,Sports,8,274.37,2194.96,0.0,2194.96
1577,2024-01-31,East,Groceries,12,140.83,1689.96,0.0,1689.96
1563,2024-01-31,North,Electronics,2,147.18,294.36,0.15,250.21
2460,2024-02-01,South,Clothing,10,364.62,3646.2,0.0,3646.2
1512,2024-02-01,East,Groceries,8,236.96,1895.68,0.15,1611.33
1558,2024-02-01,South,Clothing,6,274.29,1645.74,0.05,1563.45
2701,2024-02-01,West,Furniture,2,406.49,812.98,0.05,772.33
1590,2024-02-02,West,Groceries,12,499.11,5989.32,0.05,5689.85
1136,2024-02-02,East,Furniture,5,319.54,1597.7,0.0,1597.7
1307,2024-02-02,North,Electronics,13,49.98,649.74,0.0,649.74
2505,2024-02-03,North,Sports,3,221.4,664.2,0.05,630.99
1394,2024-02-04,East,Sports,9,277.59,2498.31,0.0,2498.31
1806,2024-02-05,West,Furniture,6,305.3,1831.8,0.05,1740.21
1313,2024-02-05,North,Groceries,4,369.92,1479.68,0.0,1479.68
2789,2024-02-05,East,Sports,2,315.56,631.12,0.0,631.12
1233,2024-02-05,South,Clothing,8,355.43,2843.44,0.0,2843.44
2425,2024-02-05,South,Clothing,2,266.02,532.04,0.05,505.44
2672,2024-02-05,West,Clothing,12,197.37,2368.44,0.1,2131.6
2332,2024-02-05,East,Electronics,6,416.23,2497.38,0.0,2497.38
1778,2024-02-05,North,Sports,2,238.93,477.86,0.0,477.86
2440,2024-02-06,West,Clothing,2,64.34,128.68,0.1,115.81
1075,2024-02-06,South,Electronics,10,256.9,2569.0,0.0,2569.0
2034,2024-02-06,East,Clothing,1,390.88,390.88,0.0,390.88
1675,2024-02-06,South,Furniture,4,42.19,168.76,0.15,143.45
1219,2024-02-07,East,Electronics,10,366.41,3664.1,0.0,3664.1
1248,2024-02-07,North,Furniture,14,302.3,4232.2,0.15,3597.37
1833,2024-02-07,South,Clothing,11,136.68,1503.48,0.2,1202.78
2881,2024-02-08,East,Furniture,11,425.94,4685.34,0.0,4685.34
1282,2024-02-08,East,Clothing,7,86.02,602.14,0.15,511.82
2133,2024-02-09,North,Sports,1,75.61,75.61,0.0,75.61
1839,2024-02-09,South,Sports,13,345.67,4493.71,0.0,4493.71
1740,2024-02-09,East,Clothing,9,77.77,699.93,0.1,629.94
2358,2024-02-10,West,Electronics,4,199.33,797.32,0.1,717.59
1123,2024-02-11,West,Electronics,12,122.56,1470.72,0.0,1470.72
2131,2024-02-11,East,Clothing,12,101.55,1218.6,0.05,1157.67
1148,2024-02-11,East,Sports,8,226.16,1809.28,0.1,1628.35
